;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
687;mystical_city_god_4_amb_2109_librivox;The Mystical City of God, Volume 4;LibriVox recording of The Mystical City of God, Volume 4 by Venerable María de Jesús de Ágreda. (Translated by Fiscar Marison.) Read in English by Ann Boulais The Mystical City of God is a book written in the 17th-century by the Franciscan nun, Venerable Mary of Jesus of Ágreda. According to María de Ágreda, the book was to a considerable extent dictated to her by the Blessed Virgin Mary and regarded the life of the Virgin Mary and the divine plan for creation and the salvation of souls. The work alternates between descriptions of the Trinity, the Virgin Mary's life, and the spiritual guidance she provides to the author, by whom her words were reproduced for the spiritual benefit and growth of the reader. The book describes at length the various virtues, and how the reader should live in order to see them reflected in their own life, with the Virgin Mary as their model for sanctity. The work has the Imprimatur of several Popes and Bishops and appeals primarily to those who believe in...;['Venerable María de Jesús de Ágreda'];2021-09-27T00:00:00Z;['eng'];26234;3593972536;['librivox', 'audiobooks', 'mysticism', 'Catholic Church', 'blessed virgin mary'];audio;https://archive.org/details/mystical_city_god_4_amb_2109_librivox;librivox, audiobooks, mysticism, Catholic Church, blessed virgin mary;2021-09-27;7;26234;[{'url': 'https://archive.org/download/mystical_city_god_4_amb_2109_librivox/MysticalCityGod400-21_librivox.m4b', 'text': 'M4B Audiobook 00-21 (363MB)'}, {'url': 'https://archive.org/download/mystical_city_god_4_amb_2109_librivox/MysticalCityGod422-41_librivox.m4b', 'text': 'M4B Audiobook 22-41 (232MB)'}]
688;photographers_evidence_2102_librivox;The Photographer's Evidence;"LibriVox recording of The Photographer's Evidence by Nicholas Carter. Read in English by John Walker; Annie Mars; Simona Rusu; Dory; Lynne T; Usha Ganesh; Andrew Gaunce; Kenny Harrington; Kathleen Moore; ToddHW Nick Carter is a fictional detective who first appeared in 1886 in dime store novels. Over the years, different authors, all taking the nom de plume Nicholas Carter, have penned stories featuring ""America's greatest detective"". One evening, a stranger calls on our hero at home, with a tale of the kidnap of the governor's daughter and theft of some important papers; but when he begins to conceal information, Nick refuses to help and becomes suspicious. As Mr. Snell leaves, the detective's sidekick, Patsy, follows. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org ....";['Nicholas Carter'];2021-02-09T00:00:00Z;['eng'];69871;585288594;['librivox', 'audiobooks', 'governor', 'kidnap', 'papers', 'wenonah'];audio;https://archive.org/details/photographers_evidence_2102_librivox;librivox, audiobooks, governor, kidnap, papers, wenonah;2021-02-09;3;69871;[{'url': 'https://archive.org/download/photographers_evidence_2102_librivox/PhotograpersEvidence_librivox.m4b', 'text': 'M4B Audiobook (94MB)'}]
689;redlamp_2105_librivox;The Red Lamp;LibriVox recording of The Red Lamp by Mary Roberts Rinehart. Read in English by Zach Hoyt. William A. Porter, professor of English, inherits a large seaside house from his Uncle Horace. He is not fully satisfied with the explanation of his uncle's death. He moves to the lodge for the following summer with his wife and niece, and rents out the main house. Mysterious and sinister things begin to happen at night in the neighborhood. Local superstitions center around a red lamp in the house which some believe exerts a baleful influence. The professor must try to find out what is going on without himself becoming the center of suspicion. (Summary by Zach Hoyt) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (196MB);['Mary Roberts Rinehart'];2021-05-10T00:00:00Z;['eng'];30599;1195282183;['librivox', 'audiobooks', 'mystery', 'spiritualism'];audio;https://archive.org/details/redlamp_2105_librivox;librivox, audiobooks, mystery, spiritualism, ;2021-05-10;1;30599;[{'url': 'https://archive.org/download/redlamp_2105_librivox/RedLamp_librivox.m4b', 'text': 'M4B Audiobook (196MB)'}]
690;sonette_nach_dem_portugiesischen_ubertragen_durch_raine_librivox;Sonette nach dem Portugiesischen, übertragen durch Rainer Maria Rilke;LibriVox recording of Sonette nach dem Portugiesischen, übertragen durch Rainer Maria Rilke by Elizabeth Barrett Browning. (Translated by Rainer Maria Rilke.) Read in German by lorda Elizabeth Barrett Browning schrieb diese Sonette für ihren Mann. Dieser gab sie dann zur Veröffentlichung. In seiner Übersetzung hält Rainer Maria Rilke lediglich die Sonettform ein. An vielen Stellen verändert er das Reimschema, wodurch eine neue Sprachmelodie entsteht. Andere Übersetzungen: von Hans Böhm von Marie Gothein Summary by lorda For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (28MB);['Elizabeth Barrett Browning'];2021-10-03T00:00:00Z;['deu'];13072;196147650;['librivox', 'audiobooks', 'German', 'Deutsch', 'Rilke', 'liebes sonette'];audio;https://archive.org/details/sonette_nach_dem_portugiesischen_ubertragen_durch_raine_librivox;librivox, audiobooks, German, Deutsch, Rilke, liebes sonette;2021-10-03;;13072;[{'url': 'https://archive.org/download/sonette_nach_dem_portugiesischen_ubertragen_durch_raine_librivox/SonettePortugiesischen_librivox.m4b', 'text': 'M4B Audiobook (28MB)'}]
691;yellow_face_2112_librivox;The Yellow Face;LibriVox recording of The Yellow Face by Fred M. White. Read in English by Sonia Who is Nostalgo ? Posters with his unsettlingly grinning face are appearing on scaffolds all over London. A murdered body, horribly disfigured and bearing a striking resemblance to the man on the poster, vanishes from a police-station. Jack Masefield wants to protect his fiancée Claire from her shady guardian Anstruther, and before he knows it, he is in the thick of the mystery, unraveling a tale of greed, deception, revenge and dark deeds. - Summary by Sonia For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (328MB);['Fred M. White'];2021-12-15T00:00:00Z;['eng'];39975;2001936610;['librivox', 'audiobooks', 'adventure', 'Mystery', 'Crime', 'music', 'magician'];audio;https://archive.org/details/yellow_face_2112_librivox;librivox, audiobooks, adventure, Mystery, Crime, music, magician;2021-12-15;1;39975;[{'url': 'https://archive.org/download/yellow_face_2112_librivox/YellowFace_librivox.m4b', 'text': 'M4B Audiobook (328MB)'}]
692;anthology_magazine_verse_2102_librivox;Anthology of Magazine Verse for 1913;"LibriVox recording of Anthology of Magazine Verse for 1913 by William Stanley Braithwaite. Read in English by Larry Wilson; Alan Mapstone; RomaSingh; gcarlson; Andrew Gaunce; mleigh; Paul Harvey; Adrian Stephens; Stefan Von Blon; Katie Bond; Rachel May; Erin Grassie; Steven J. Battaglia; Rowan Puttergill; Khayla Jones; Dessa Dixon; Algy Pug; Damien1110 William Stanley Braithwaite, a talented poet in his own right, was most notable for his anthologies of poetry including these annual collections that spanned at least twelve years from 1913 to 1924. These were composed of poems written in that year, and included a wide range of poetry from classical to avant-garde. As an African American, he also included many selections from other African American poets. He is recognized as a significant publisher of Harlem Renaissance poets - Summary by Larry Wilson For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please...";['William Stanley Braithwaite'];2021-02-02T00:00:00Z;['eng'];20583;354151022;['librivox', 'audiobooks', 'literature', 'literary criticism', 'verses', 'african american', 'rhyme', 'harlem renaissance'];audio;https://archive.org/details/anthology_magazine_verse_2102_librivox;librivox, audiobooks, literature, literary criticism, verses, african american, rhyme, harlem renaissance;2021-02-02;2;20583;[{'url': 'https://archive.org/download/anthology_magazine_verse_2102_librivox/AnthologyMagazineVerse1913_librivox.m4b', 'text': 'M4B Audiobook (54MB)'}]
693;christmasstories_2102_librivox;Χριστουγεννιάτικα Διηγήματα;LibriVox recording of Χριστουγεννιάτικα Διηγήματα by Alexandros Papadiamantis. Read in Greek by pvmg Ο υπέροχος Παπαδιαμάντης. Τέλος 19ου αιώνα. Στην Ελλάδα φτώχια, αγώνας καθημερινός για την επιβίωση. Και ο Παπαδιαμάντης έρχεται να χαϊδέψει την ψυχή με τα διηγήματά του. Η αγάπη για τον άνθρωπο κυρίαρχη. Ο ηρωισμός, η καλοσύνη, η ακεραιότητα, συμπλέκονται με την φτώχια, την τοκογλυφία και την πονηριά. Η φτώχια δίνει τον τόνο, η απώλεια, οι κακουχίες, ο μόχθος και μέσα σε όλα αυτά, η χαρά και το γέλιο, η ψυχική ανάταση που ακολουθεί την αλληλεγγύη, την συλλογικότητα και το μοίρασμα. Αλέξανδρος Παπαδιαμάντης, μια Ελλάδα ολόκληρη μέσα στις λέξεις του. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (37MB);['Alexandros Papadiamantis'];2021-02-18T00:00:00Z;['ell'];28043;571625895;['librivox', 'audiobooks', 'Christmas'];audio;https://archive.org/details/christmasstories_2102_librivox;librivox, audiobooks, Christmas;2021-02-18;3;28043;[{'url': 'https://archive.org/download/christmasstories_2102_librivox/ChristmasShortStories_greek_librivox.m4b', 'text': 'M4B Audiobook (37MB)'}]
694;eastern_stories_and_legends_2101_librivox;Eastern Stories and Legends;LibriVox recording of Eastern Stories and Legends by Marie Louise Shedlock. Read in English by Max Hollway A collection of ancient myths, legends and fairy-tales. Each story is a timeless adventure featuring a hero who is sometimes a man, animal or reincarnated Buddha. The short stories are life lessons presented in a humorous lighthearted nature. They will appeal to young and old alike as they have for centuries past. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook (66MB);['Marie Louise Shedlock'];2021-01-25T00:00:00Z;['eng'];43578;410423923;['librivox', 'audiobooks', 'myths', 'Legends', 'eastern stories'];audio;https://archive.org/details/eastern_stories_and_legends_2101_librivox;librivox, audiobooks, myths, Legends, eastern stories;2021-01-25;4;43578;[{'url': 'https://archive.org/download/eastern_stories_and_legends_2101_librivox/EasternStoriesLegends_librivox.m4b', 'text': 'M4B Audiobook (66MB)'}]
695;great_events_5_2101_librivox;The Great Events by Famous Historians, Volume 5;"LibriVox recording of The Great Events by Famous Historians, Volume 5 by Charles F. Horne; Rossiter Johnson; John Rudd. Read in English by realisticspeakers; hearmeout7; Michael Channon; Colleen McMahon; R. Thompson; SKwanlada; Ryan Fahey; Kristine Bekere; Usha Ganesh; Bill Mosley; Slyma12; Florence; Ares Sancho; dawnlegion A comprehensive and readable account of the world's history, emphasizing the more important events, and presenting these as complete narratives in the master-words of the most eminent historians. This is volume 5 of 22, covering from 843-1161 AD. - Summary Adapted from the Title Page For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook 00-16 (228MB) M4B Audiobook 17-35 (230MB)";"['Charles F. Horne; Rossiter Johnson; John Rudd']";2021-01-04T00:00:00Z;['eng'];27806;2765942392;['librivox', 'audiobooks', 'India', 'stephen', 'Saxons', 'chivalry', 'Alfred the Great', 'leif erikson', 'feudalism', 'matilda', 'henry iii', 'byzantine empire', 'hildebrand', 'henry the fowler', 'frankish empire', 'conquest of egypt', 'fatimites', 'vladimir the great', 'canute', 'mahometans', 'norman conquest of england', 'battle of hastings', 'doomsday book', 'moorish power in spain', '1st crusade', 'knights templar', 'arnold of brescia', 'st bernard', '2nd crusade'];audio;https://archive.org/details/great_events_5_2101_librivox;librivox, audiobooks, India, stephen, Saxons, chivalry, Alfred the Great, leif erikson, feudalism, matilda, henry iii, byzantine empire, hildebrand, henry the fowler, frankish empire, conquest of egypt, fatimites, vladimir the great, canute, mahometans, norman conquest of england, battle of hastings, doomsday book, moorish power in spain, 1st crusade, knights templar, arnold of brescia, st bernard, 2nd crusade;2021-01-04;4;27806;[{'url': 'https://archive.org/download/great_events_5_2101_librivox/GreatEvents5_00-16_librivox.m4b', 'text': 'M4B Audiobook 00-16 (228MB)'}, {'url': 'https://archive.org/download/great_events_5_2101_librivox/GreatEvents5_17-35_librivox.m4b', 'text': 'M4B Audiobook 17-35 (230MB)'}]
696;johnbrown_2112_librivox;John Brown;LibriVox recording of John Brown by W. E. B. Du Bois. Read in English by Ciufi Galeazzi This is a moving and deeply felt biography of abolitionist John Brown, which defends its subject against the popular notion of him as a delusional fanatic. The author, W.E.B. DuBois, was a renowned author, scholar, sociologist, socialist, and civil rights activist, and one of the founders of the N.A.A.C.P.. - Summary by Ciufi Galeazzi For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (278MB);['W. E. B. Du Bois'];2021-12-28T00:00:00Z;['eng'];49913;1698240942;['librivox', 'audiobooks', 'history', 'slavery', 'biography', 'civil rights', 'johnbrown'];audio;https://archive.org/details/johnbrown_2112_librivox;librivox, audiobooks, history, slavery, biography, civil rights, johnbrown;2021-12-28;21;49913;[{'url': 'https://archive.org/download/johnbrown_2112_librivox/JohnBrown_librivox.m4b', 'text': 'M4B Audiobook (278MB)'}]
697;turquoise_story_book_2112_librivox;The Turquoise Story Book: Stories and Legends of Summer and Nature;"LibriVox recording of The Turquoise Story Book: Stories and Legends of Summer and Nature by Ada M. Skinner; Eleanor L. Skinner. Read in English by volunteer readers. A book compiling stories, legends, and poems about summer and nature, piquing reader's interests by appealing to the reader's fancy, quickening his/her sense of humor, or attract his/her attention to some spiritual significance. - Summary by RomaSingh For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (224MB)";"['Ada M. Skinner; Eleanor L. Skinner']";2021-12-04T00:00:00Z;['eng'];29280;1397306576;['librivox', 'audiobooks', 'nature', 'Legends', 'poems', 'stories', 'summer'];audio;https://archive.org/details/turquoise_story_book_2112_librivox;librivox, audiobooks, nature, Legends, poems, stories, summer;2021-12-04;6;29280;[{'url': 'https://archive.org/download/turquoise_story_book_2112_librivox/TurquoiseStoryBook_librivox.m4b', 'text': 'M4B Audiobook (224MB)'}]
698;vampiresofspace_2109_librivox;Vampires of Space;LibriVox recording of Vampires of Space by Sewell Peaslee Wright. Read in English by Phil Chenevert Commander John Hanson recounts his harrowing adventure with the Electites of space. Beings of Ether who don't want your blood, they want your soul and eat your entire ship along with it. Listen as Commander Hanson face certain death but battle their way out using unusual means. - Summary by phil chenevert For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (23MB);['Sewell Peaslee Wright'];2021-09-06T00:00:00Z;['eng'];38270;151402560;['librivox', 'audiobooks'];audio;https://archive.org/details/vampiresofspace_2109_librivox;librivox, audiobooks, ;2021-09-06;6;38270;[{'url': 'https://archive.org/download/vampiresofspace_2109_librivox/VampiresSpace_librivox.m4b', 'text': 'M4B Audiobook (23MB)'}]
699;when_the_world_shook_2109_librivox;When the World Shook;LibriVox recording of When the World Shook by H. Rider Haggard. Read in English by Librivox volunteers A fictional memoir of Humphrey Arbuthnot of Devonshire, we are taken on a voyage to the island of Orofena, in the South Seas, together with Bickley, the servant Bastin and the spaniel Tommy. It is a land of adventure and danger, the result of which eventually leads to the author's death. - Summary by Lynne Thompson For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (348MB);['H. Rider Haggard'];2021-09-29T00:00:00Z;['eng'];15523;2142753006;['librivox', 'audiobooks'];audio;https://archive.org/details/when_the_world_shook_2109_librivox;librivox, audiobooks, ;2021-09-29;1;15523;[{'url': 'https://archive.org/download/when_the_world_shook_2109_librivox/WhenWorldShook_librivox.m4b', 'text': 'M4B Audiobook (348MB)'}]
700;birds_of_song_and_story_2103_librivox;Birds of Song and Story;"LibriVox recording of Birds of Song and Story by Elizabeth Grinnell; Joseph Grinnell. Read in English by Larry Wilson; czandra; Owlivia; Jill Engle; Kathleen Danielson; jenno; Rita Boutros; J. M. Smallheer; mleigh This mother and son team, each distinguished in their field, collaborate to give charming portraits of a dozen of our favorite song birds. Their use of poetry and flowing prose makes each of these birds come alive in and endearing and accessible way. - Summary by Larry Wilson For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (124.9MB)";"['Elizabeth Grinnell; Joseph Grinnell']";2021-03-30T00:00:00Z;['eng'];24601;747464708;['librivox', 'audiobooks', 'nature', 'birds', 'ornithology', 'natural science', 'oriole', 'robin', 'sparrow', 'skylark', 'bluebird', 'thrush', 'mocking bird', 'cat bird', 'hermit thrush', 'grosbeak', 'yellowbird', 'tanager', 'lark', 'horned lark', 'bird nest', 'song bires', 'meadowlark', 'bobolink'];audio;https://archive.org/details/birds_of_song_and_story_2103_librivox;librivox, audiobooks, nature, birds, ornithology, natural science, oriole, robin, sparrow, skylark, bluebird, thrush, mocking bird, cat bird, hermit thrush, grosbeak, yellowbird, tanager, lark, horned lark, bird nest, song bires, meadowlark, bobolink;2021-03-30;3;24601;[{'url': 'https://archive.org/download/birds_of_song_and_story_2103_librivox/BirdsSongStory_librivox.m4b', 'text': 'M4B Audiobook (124.9MB)'}]
701;conciliatoryor_irenicalanimadversions_2108_librivox;Conciliatory or Irenical Animadversions on the Controversies Agitated in Britain under the Unhappy Names of Antinomians and Neonomians;"LibriVox recording of Conciliatory or Irenical Animadversions on the Controversies Agitated in Britain under the Unhappy Names of Antinomians and Neonomians by Hermann Witsius. (Translated by Thomas Bell.) Read in English by InTheDesert The Antinomian-Neonomian controversy of the 17th century was initiated by the republication of a set of sermons by Tobias Crisp entitled ""Christ alone exalted"" which were accused of antinomianism by Richard Baxter who in turn was accused of 'neonomianism', ""the idea that Christ has, by his atonement, so lowered the requirements of the law that mere endeavor is accepted in room of perfect obedience."" (Cyclopaedia of Biblical, theological, and ecclesiastical literature, 1880, Article: Marrow Controversy) ""The name antinomianism is a comparatively modern designation of several types of ethical thought in which hostility to the Mosaic law (including the decalogue) and to the principles therein embodied has led to immoral teaching and practise...1. That the...";['Hermann Witsius'];2021-08-19T00:00:00Z;['eng'];39393;736790293;['librivox', 'audiobooks', 'gospel', 'Law', 'reformed theology', 'antinomian', 'neonomian', 'imputation'];audio;https://archive.org/details/conciliatoryor_irenicalanimadversions_2108_librivox;librivox, audiobooks, gospel, Law, reformed theology, antinomian, neonomian, imputation;2021-08-19;1;39393;[{'url': 'https://archive.org/download/conciliatoryor_irenicalanimadversions_2108_librivox/ConciliatoryIrenical_librivox.m4b', 'text': 'M4B Audiobook (113MB)'}]
702;great_white_north_2111_librivox;The Great White North;LibriVox recording of The Great White North by Helen S. Wright. Read in English by volunteer readers. Sketches of those who braved the 'Great White North' in exploration and adventure. - Summary by KevinS For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 00-12 (216MB) M4B Audiobook 13-27 (214MB);['Helen S. Wright'];2021-11-12T00:00:00Z;['eng'];10935;2720575851;['librivox', 'audiobooks', 'exploration', 'anthropology', 'north pole'];audio;https://archive.org/details/great_white_north_2111_librivox;librivox, audiobooks, exploration, anthropology, north pole;2021-11-12;;10935;[{'url': 'https://archive.org/download/great_white_north_2111_librivox/GreatWhiteNorth00-12_librivox.m4b', 'text': 'M4B Audiobook 00-12 (216MB)'}, {'url': 'https://archive.org/download/great_white_north_2111_librivox/GreatWhiteNorth13-27_librivox.m4b', 'text': 'M4B Audiobook 13-27 (214MB)'}]
703;hester_volume_2_2110_librivox;Hester: A Story of Contemporary Life, Volume 2;LibriVox recording of Hester: A Story of Contemporary Life, Volume 2 by Margaret O. Oliphant. Read in English by Anne Erickson Catherine Vernon has a firm hand on her family and on the family business. Her plans for her young protege Edward, whom she loves like a son, are disturbed by the arrival of Hester, a 14-year-old girl who is just as strong willed. The conflict between Catherine and Hester is resolved through their mutual love for Edward. On one level a love story, Hester is unusual for its time in its portrayal of women in business. - Summary by Anne Erickson For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (181MB);['Margaret O. Oliphant'];2021-10-31T00:00:00Z;['eng'];45977;1060455032;['librivox', 'audiobooks', 'victorian fiction', 'psychological fiction', 'domestic fiction'];audio;https://archive.org/details/hester_volume_2_2110_librivox;librivox, audiobooks, victorian fiction, psychological fiction, domestic fiction;2021-10-31;;45977;[{'url': 'https://archive.org/download/hester_volume_2_2110_librivox/Hester2_librivox.m4b', 'text': 'M4B Audiobook (181MB)'}]
704;jean_craig_in_new_york_2105_librivox;Jean Craig In New York;LibriVox recording of Jean Craig In New York by Kay Lyttleton. Read in English by Ares Sancho Jean is a talented teenage girl devoted to her family. Living with her parents and sisters in the countryside, she is given the opportunity to go back to New York and continue her art studies. The joy for her new life in New York will get to conflicting feelings, because she also misses her loved family in the countryside. (Summary by Ares) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (106MB);['Kay Lyttleton'];2021-05-09T00:00:00Z;['eng'];25119;641098107;['librivox', 'audiobooks', 'juvenile', 'fiction', 'art', 'school', 'young adult'];audio;https://archive.org/details/jean_craig_in_new_york_2105_librivox;librivox, audiobooks, juvenile, fiction, art, school, young adult;2021-05-09;3;25119;[{'url': 'https://archive.org/download/jean_craig_in_new_york_2105_librivox/JeanCraigNewYork_librivox.m4b', 'text': 'M4B Audiobook (106MB)'}]
705;joan_and_peter_2112_librivox;Joan and Peter;"LibriVox recording of Joan and Peter by H. G. Wells. Read in English by Librivox volunteers This is satirical look at the English educational system and society in the early twentieth century and the effect of World War I on them by following the lives of Peter Stublands and the orphaned Joan. It is a sad indictment, and Wells includes ""An Apology of a Schoolmaster"" to explain the constraints of the system. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 01-22 (343MB) M4B Audiobook 23-36 (223MB)";['H. G. Wells'];2021-12-20T00:00:00Z;['eng'];29082;3524361773;['librivox', 'audiobooks', 'World War I', 'education', 'orphan'];audio;https://archive.org/details/joan_and_peter_2112_librivox;librivox, audiobooks, World War I, education, orphan;2021-12-20;2;29082;[{'url': 'https://archive.org/download/joan_and_peter_2112_librivox/JoanPeter01-22_librivox.m4b', 'text': 'M4B Audiobook 01-22 (343MB)'}, {'url': 'https://archive.org/download/joan_and_peter_2112_librivox/JoanPeter23-36_librivox.m4b', 'text': 'M4B Audiobook 23-36 (223MB)'}]
706;my_actor_husband_2101_librivox;My Actor-Husband;"LibriVox recording of My Actor-Husband by Anonymous. Read in English by Arielle Lipshaw; Jane Bennett; Katie Bond; ashleighjane; Emily Maynard In presenting this autobiography to the public, the author feels it incumbent upon herself to impress upon her readers the fidelity and strict adherence to the truth, relative to the conditions which surround the player. In no instance has there been either exaggeration or a resort to imaginative creation. It is a true story with all the ugliness of truth unsoftened and unembellished. Nor is the situation presented an exceptional one. One has but to follow the career of the average actor to be convinced that the dramatic profession is not only inconsistent with but wholly hostile to the institution of marriage. Managers and actors alike know and admit this to be the truth—amongst themselves. What they say in print is, of course, merely so much self-exploitation. The success of any branch of ""the show-business"" is dependent on the bureau of...";['Anonymous'];2021-01-07T00:00:00Z;['eng'];55141;1110994716;['librivox', 'audiobooks', 'teen', 'young adult', 'advice', 'biography', 'marriage'];audio;https://archive.org/details/my_actor_husband_2101_librivox;librivox, audiobooks, teen, young adult, advice, biography, marriage;2021-01-07;1;55141;[{'url': 'https://archive.org/download/my_actor_husband_2101_librivox/MyActorHusband_librivox.m4b', 'text': 'M4B Audiobook (180MB)'}]
707;theological_essays_2109_librivox;Theological Essays;"LibriVox recording of Theological Essays by Charles Bradlaugh. Read in English by LibriVox volunteers. Charles Bradlaugh was an English political activist and atheist who founded the National Secular Society in 1866. In the 23 ""Theological Essays"" collected here, he discusses his views on various topics such as whether man has a soul and if there is a God; who was Jesus Christ and the Apostles. He also deals in depth with various books of the Bible, gives an overview of the history of heresy, and tries to answer the question when the Gospels were written. (Summary by Ava) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (359MB)";['Charles Bradlaugh'];2021-09-05T00:00:00Z;['eng'];38540;2201824081;['librivox', 'audiobooks', 'essays', 'atheism', 'freethought', 'freethinker'];audio;https://archive.org/details/theological_essays_2109_librivox;librivox, audiobooks, essays, atheism, freethought, freethinker;2021-09-05;1;38540;[{'url': 'https://archive.org/download/theological_essays_2109_librivox/TheologicalEssays_librivox.m4b', 'text': 'M4B Audiobook (359MB)'}]
708;art_of_prophesying_2112_librivox;The Art of Prophesying;"LibriVox recording of The Art of Prophesying by William Perkins. (Translated by Thomas Tuke.) Read in English by InTheDesert A treatise concerning the sacred and only true manner and method of preaching. To the faithful ministers of the gospel and to all that are desirous of and do labour for the knowledge of holy learning. That common place of divinity, which concerneth the framing of sermons, is both weighty and difficult, if there be any other throughout all that sacred science. For the matter, which it is to explicate and treat on is prophecy; an excellent gift indeed, whether we consider it in respect of dignity, or of use. I perused the writings of divines and having gathered some rules out of them, I have couched them in that method, which I have deemed most commodious: that they might be better for use and fitter for the memory. I do now betake you to God, and this (tractate of the) art of prophecying, both to you and to God. December 12. 1592 - Summary adapted from preface...";['William Perkins'];2021-12-28T00:00:00Z;['eng'];18439;478203882;['librivox', 'audiobooks', 'bible', 'christian', 'sermons', 'preaching', 'puritan', 'homiletics'];audio;https://archive.org/details/art_of_prophesying_2112_librivox;librivox, audiobooks, bible, christian, sermons, preaching, puritan, homiletics;2021-12-28;5;18439;[{'url': 'https://archive.org/download/art_of_prophesying_2112_librivox/ArtProphesying_librivox.m4b', 'text': 'M4B Audiobook (75MB)'}]
709;cherry_and_violet_2103_librivox;Cherry and Violet;"LibriVox recording of Cherry and Violet by Anne Manning. Read in English by MichelleLeeVO; Rita Boutros; mleigh; Ritu Aarcee; Ricki A Tale of the Great Plague. 1666 was a difficult year in London. With its sordid materialism and its coarse handling of things most sacred, not merely does Manning see, as an Englishwoman, the grandeur of its struggles, but she sees its best embodiment in the tragedy of an almost perfect life. In her description of the plague (much detail taken from the diarist, Pepys), followed by The Great Fire, Manning is taken out of her comfort zone to the sordid realities. Her answer is to take Mistress Cherry to a country house in Berkshire, where peace and tranquility are to be found. - Summary by Lynne Thompson For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit...";['Anne Manning'];2021-03-16T00:00:00Z;['eng'];30492;688033101;['librivox', 'audiobooks', 'plague', 'fire', 'seventeenth century'];audio;https://archive.org/details/cherry_and_violet_2103_librivox;librivox, audiobooks, plague, fire, seventeenth century;2021-03-16;1;30492;[{'url': 'https://archive.org/download/cherry_and_violet_2103_librivox/CherryViolet_librivox.m4b', 'text': 'M4B Audiobook (118MB)'}]
